UniqueID,County,Precinct,Donald J. Trump,Joe R. Biden,Jo Jorgensen,Don_Per,Joe_Per,Don_MOV,Joe_MOV,Total_Pres,David A. Purdue,Jon Ossoff,Pur_Per,Oss_Per,Pur_MOV,Oss_MOV,Total_Sen1,Kelly Loeffler,Raphael Warnock,Loe_Per,War_Per,Loe_MOV,War_MOV,Others,Total_Sen2
"Columbia,Second Mt Moriah Baptist Church",Columbia,Second Mt Moriah Baptist Church,623,159,17,77.97,19.89,58.08,-58.08,799,622,139,78.73,17.59,61.14,-61.14,790,374,97,47.46,12.3,35.16,-35.16,317,788
"Columbia,Bessie Thomas Center",Columbia,Bessie Thomas Center,531,88,10,84.41,13.99,70.42,-70.42,629,525,81,84.4,13.02,71.38,-71.38,622,312,44,50.32,7.09,43.23,-43.23,264,620
"Columbia,Philadelphia Church",Columbia,Philadelphia Church,935,739,55,54.07,42.74,11.33,-11.33,1729,948,697,55.34,40.68,14.66,-14.66,1713,505,399,29.81,23.55,6.26,-6.26,790,1694
"Columbia,Liberty Park-Grovetown",Columbia,Liberty Park-Grovetown,1064,1149,39,47.24,51.02,-3.78,3.78,2252,1048,1116,46.86,49.91,-3.05,3.05,2236,592,606,26.64,27.27,-0.63,0.63,1024,2222
"Columbia,Grovetown Methodist Church",Columbia,Grovetown Methodist Church,607,1051,28,36,62.33,-26.33,26.33,1686,603,1001,36.5,60.59,-24.09,24.09,1652,324,535,19.67,32.48,-12.81,12.81,788,1647
"Columbia,G A Apostolic Church",Columbia,G A Apostolic Church,737,471,21,59.96,38.32,21.64,-21.64,1229,733,449,60.18,36.86,23.32,-23.32,1218,390,248,32.23,20.49,11.74,-11.74,572,1210
"Columbia,Grovetown Public Safety Station 2",Columbia,Grovetown Public Safety Station 2,1021,1423,63,40.72,56.76,-16.04,16.04,2507,1023,1365,41.23,55.01,-13.78,13.78,2481,574,685,23.36,27.87,-4.51,4.51,1198,2457
"Columbia,Grove First Baptist Church",Columbia,Grove First Baptist Church,782,1163,35,39.49,58.73,-19.24,19.24,1980,778,1111,39.85,56.91,-17.06,17.06,1952,430,647,22.03,33.16,-11.13,11.13,874,1951
"Columbia,Eubank-Blanchard Center",Columbia,Eubank-Blanchard Center,947,277,11,76.68,22.42,54.26,-54.26,1235,940,269,76.73,21.95,54.78,-54.78,1225,536,184,44.15,15.15,29,-29,494,1214
"Columbia,Second Mt Carmel Baptist Church",Columbia,Second Mt Carmel Baptist Church,268,284,4,48.2,51.07,-2.87,2.87,556,271,280,49,50.63,-1.63,1.63,553,167,192,30.47,35.03,-4.56,4.56,189,548
"Columbia,Damascus Baptist Church",Columbia,Damascus Baptist Church,720,99,5,87.37,12.01,75.36,-75.36,824,718,90,87.45,10.96,76.49,-76.49,821,409,54,49.87,6.58,43.29,-43.29,357,820
"Columbia,Col Cty Bd of Edu",Columbia,Col Cty Bd of Edu,1068,570,16,64.57,34.46,30.11,-30.11,1654,1060,539,64.79,32.94,31.85,-31.85,1636,603,304,37.03,18.67,18.36,-18.36,721,1628
"Columbia,Greenbrier High",Columbia,Greenbrier High,1871,793,46,69.04,29.26,39.78,-39.78,2710,1916,722,71.09,26.79,44.3,-44.3,2695,1140,437,42.66,16.35,26.31,-26.31,1095,2672
"Columbia,Parkway Baptist Church",Columbia,Parkway Baptist Church,2324,1269,60,63.61,34.73,28.88,-28.88,3653,2337,1226,64.32,33.74,30.58,-30.58,3633,1331,712,36.93,19.75,17.18,-17.18,1561,3604
"Columbia,Riverview Church",Columbia,Riverview Church,683,378,17,63.35,35.06,28.29,-28.29,1078,695,353,64.95,32.99,31.96,-31.96,1070,442,244,41.07,22.67,18.4,-18.4,390,1076
"Columbia,Grace Baptist Church",Columbia,Grace Baptist Church,1526,1171,50,55.55,42.62,12.93,-12.93,2747,1559,1107,57.1,40.54,16.56,-16.56,2730,928,692,34.3,25.58,8.72,-8.72,1085,2705
"Columbia,Christ Sanctified",Columbia,Christ Sanctified,1268,570,31,67.84,30.49,37.35,-37.35,1869,1269,543,68.26,29.2,39.06,-39.06,1859,719,338,38.94,18.3,20.64,-20.64,789,1846
"Columbia,Blanchard Park",Columbia,Blanchard Park,796,596,19,56.41,42.23,14.18,-14.18,1411,782,580,55.77,41.36,14.41,-14.41,1402,453,323,32.44,23.13,9.31,-9.31,620,1396
"Columbia,Belair Baptist Church",Columbia,Belair Baptist Church,1109,677,36,60.86,37.15,23.71,-23.71,1822,1092,655,60.73,36.42,24.31,-24.31,1798,606,387,33.81,21.59,12.22,-12.22,799,1792
"Columbia,Marvin Methodist",Columbia,Marvin Methodist,832,532,27,59.81,38.24,21.57,-21.57,1391,847,500,61.42,36.25,25.17,-25.17,1379,474,270,34.59,19.7,14.89,-14.89,626,1370
"Columbia,Westside Baptist Church",Columbia,Westside Baptist Church,855,346,17,70.19,28.4,41.79,-41.79,1218,869,310,72.23,25.76,46.47,-46.47,1203,481,194,39.88,16.08,23.8,-23.8,531,1206
"Columbia,Trinity Baptist Church",Columbia,Trinity Baptist Church,1483,573,28,71.16,27.49,43.67,-43.67,2084,1480,548,71.42,26.44,44.98,-44.98,2072,840,316,40.93,15.39,25.54,-25.54,896,2052
"Columbia,Abilene Baptist",Columbia,Abilene Baptist,963,464,17,66.68,32.13,34.55,-34.55,1444,951,453,66.08,31.48,34.6,-34.6,1439,548,286,38.42,20.05,18.37,-18.37,592,1426
"Columbia,Augusta Christian",Columbia,Augusta Christian,1003,605,24,61.45,37.07,24.38,-24.38,1632,1008,576,62.06,35.46,26.6,-26.6,1624,592,320,37.02,20.01,17.01,-17.01,687,1599
"Columbia,Savannah Rapids Pavilion",Columbia,Savannah Rapids Pavilion,998,380,12,71.79,27.33,44.46,-44.46,1390,1002,356,72.97,25.92,47.05,-47.05,1373,581,212,42.19,15.39,26.8,-26.8,584,1377
"Columbia,Gospel Water Branch",Columbia,Gospel Water Branch,1012,654,18,60.09,38.83,21.26,-21.26,1684,1038,615,62.04,36.76,25.28,-25.28,1673,634,349,38.21,21.03,17.18,-17.18,676,1659
"Columbia,Genesis Church",Columbia,Genesis Church,937,478,22,65.2,33.26,31.94,-31.94,1437,949,435,66.78,30.61,36.17,-36.17,1421,527,289,37.16,20.38,16.78,-16.78,602,1418
"Columbia,Stevens Creek Church",Columbia,Stevens Creek Church,1543,736,25,66.97,31.94,35.03,-35.03,2304,1579,687,68.77,29.92,38.85,-38.85,2296,971,433,42.68,19.03,23.65,-23.65,871,2275
"Columbia,Mtz Col Fire Hdqtr",Columbia,Mtz Col Fire Hdqtr,507,321,19,59.85,37.89,21.96,-21.96,847,506,303,60.67,36.33,24.34,-24.34,834,306,176,36.51,21,15.51,-15.51,356,838
"Columbia,Lakeside Middle",Columbia,Lakeside Middle,825,512,35,60.13,37.31,22.82,-22.82,1372,832,486,61.17,35.73,25.44,-25.44,1360,462,271,34.02,19.95,14.07,-14.07,625,1358
"Columbia,Martinez Baptist",Columbia,Martinez Baptist,767,528,28,57.97,39.9,18.07,-18.07,1323,764,509,58.36,38.88,19.48,-19.48,1309,411,299,31.66,23.03,8.63,-8.63,588,1298
"Columbia,Gold Cross EMS",Columbia,Gold Cross EMS,1007,378,19,71.72,26.92,44.8,-44.8,1404,1001,351,72.32,25.36,46.96,-46.96,1384,586,214,42.4,15.48,26.92,-26.92,582,1382
"Columbia,Church of Our Savior",Columbia,Church of Our Savior,984,649,25,59.34,39.14,20.2,-20.2,1658,972,631,59.19,38.42,20.77,-20.77,1642,535,337,32.92,20.73,12.19,-12.19,753,1625
"Columbia,West Acres Baptist",Columbia,West Acres Baptist,1232,570,20,67.61,31.28,36.33,-36.33,1822,1231,544,68.16,30.12,38.04,-38.04,1806,676,347,37.76,19.38,18.38,-18.38,767,1790
"Columbia,Journey Comm Church",Columbia,Journey Comm Church,808,238,15,76.15,22.43,53.72,-53.72,1061,811,220,77.53,21.03,56.5,-56.5,1046,456,140,43.3,13.29,30.01,-30.01,457,1053
"Columbia,Wesley Methodist",Columbia,Wesley Methodist,1304,578,29,68.23,30.24,37.99,-37.99,1911,1309,552,68.85,29.03,39.82,-39.82,1901,724,323,38.32,17.09,21.23,-21.23,842,1889
"Columbia,Col Cty Main Library",Columbia,Col Cty Main Library,1003,559,14,63.64,35.46,28.18,-28.18,1576,1010,529,64.57,33.82,30.75,-30.75,1564,576,320,37.2,20.67,16.53,-16.53,652,1548
"Columbia,Christ Church Presbyterian",Columbia,Christ Church Presbyterian,1138,499,28,68.34,29.96,38.38,-38.38,1665,1175,463,70.74,27.87,42.87,-42.87,1661,667,280,40.35,16.93,23.42,-23.42,706,1653
"Columbia,Blue Ridge Elementary",Columbia,Blue Ridge Elementary,1018,618,31,61.06,37.07,23.99,-23.99,1667,1013,584,61.24,35.3,25.94,-25.94,1654,570,328,34.92,20.09,14.83,-14.83,734,1632
"Columbia,Christ The King Luth Church",Columbia,Christ The King Luth Church,1186,565,15,67.15,31.99,35.16,-35.16,1766,1199,520,69.14,29.98,39.16,-39.16,1734,691,303,39.85,17.47,22.38,-22.38,740,1734
"Cook,Cecil",Cook,Cecil,637,514,15,54.63,44.08,10.55,-10.55,1166,650,476,56.17,41.14,15.03,-15.03,1157,310,262,26.81,22.66,4.15,-4.15,584,1156
"Cook,Delle Beamguard",Cook,Delle Beamguard,1249,404,19,74.7,24.16,50.54,-50.54,1672,1231,402,74.11,24.2,49.91,-49.91,1661,706,214,42.99,13.03,29.96,-29.96,722,1642
"Cook,Elm Pine",Cook,Elm Pine,17,260,5,6.02,92.19,-86.17,86.17,282,23,242,8.39,88.32,-79.93,79.93,274,8,157,2.87,56.47,-53.6,53.6,113,278
"Cook,Lenox",Cook,Lenox,702,180,8,78.87,20.22,58.65,-58.65,890,691,171,78.52,19.43,59.09,-59.09,880,381,112,43.49,12.78,30.71,-30.71,383,876
"Cook,Massee",Cook,Massee,521,119,5,80.77,18.44,62.33,-62.33,645,512,114,80.5,17.92,62.58,-62.58,636,304,60,48.1,9.49,38.61,-38.61,268,632
"Cook,New Life Baptist Church",Cook,New Life Baptist Church,761,113,11,85.98,12.76,73.22,-73.22,885,752,109,85.16,12.34,72.82,-72.82,883,436,59,50.23,6.79,43.44,-43.44,373,868
"Cook,Riverbend",Cook,Riverbend,799,127,7,85.63,13.61,72.02,-72.02,933,783,126,84.64,13.62,71.02,-71.02,925,445,57,48.74,6.24,42.5,-42.5,411,913
"Cook,Sparks",Cook,Sparks,214,342,6,38.07,60.85,-22.78,22.78,562,222,323,39.92,58.09,-18.17,18.17,556,113,164,20.58,29.87,-9.29,9.29,272,549
"Coweta,Senoia",Coweta,Senoia,3423,1183,62,73.32,25.34,47.98,-47.98,4668,3424,1095,74,23.66,50.34,-50.34,4627,1985,782,43.15,17,26.15,-26.15,1833,4600
"Coweta,Moreland",Coweta,Moreland,1768,420,21,80.03,19.01,61.02,-61.02,2209,1760,386,80.29,17.6,62.69,-62.69,2192,987,302,45.08,13.79,31.29,-31.29,900,2189
"Coweta,Pine Road",Coweta,Pine Road,1276,263,16,82.05,16.91,65.14,-65.14,1555,1272,240,82.54,15.57,66.97,-66.97,1541,737,184,48.16,12.02,36.14,-36.14,609,1530
"Coweta,Dresden",Coweta,Dresden,513,119,8,80.15,18.59,61.56,-61.56,640,505,117,79.15,18.33,60.82,-60.82,638,248,77,39.17,12.16,27.01,-27.01,308,633
"Coweta,Newnan",Coweta,Newnan,846,1317,25,38.66,60.19,-21.53,21.53,2188,849,1264,39.16,58.3,-19.14,19.14,2168,464,939,21.51,43.53,-22.02,22.02,754,2157
"Coweta,Sharpsburg",Coweta,Sharpsburg,2795,713,52,78.51,20.02,58.49,-58.49,3560,2760,696,78.01,19.67,58.34,-58.34,3538,1535,512,43.75,14.59,29.16,-29.16,1461,3508
"Coweta,Fischer Road",Coweta,Fischer Road,2423,951,46,70.84,27.8,43.04,-43.04,3420,2433,878,71.66,25.86,45.8,-45.8,3395,1421,661,42.02,19.55,22.47,-22.47,1299,3381
"Coweta,Cedar Creek",Coweta,Cedar Creek,3258,1025,51,75.17,23.65,51.52,-51.52,4334,3229,963,75.19,22.42,52.77,-52.77,4294,1881,723,44.09,16.94,27.15,-27.15,1662,4266
"Coweta,Grantville",Coweta,Grantville,1219,524,25,68.94,29.63,39.31,-39.31,1768,1201,502,68.58,28.66,39.92,-39.92,1751,622,355,35.52,20.27,15.25,-15.25,774,1751
"Coweta,Haralson",Coweta,Haralson,1465,322,26,80.8,17.76,63.04,-63.04,1813,1452,304,80.53,16.86,63.67,-63.67,1803,788,229,44.14,12.82,31.32,-31.32,768,1785
"Coweta,Welcome",Coweta,Welcome,1849,494,32,77.85,20.8,57.05,-57.05,2375,1813,484,77.18,20.6,56.58,-56.58,2349,1043,373,44.57,15.94,28.63,-28.63,924,2340
"Coweta,Panther Creek",Coweta,Panther Creek,1644,516,25,75.24,23.61,51.63,-51.63,2185,1612,494,74.31,22.77,51.54,-51.54,2169,925,375,43.26,17.53,25.73,-25.73,838,2138
"Coweta,Raymond",Coweta,Raymond,1524,394,15,78.84,20.38,58.46,-58.46,1933,1495,376,78.06,19.63,58.43,-58.43,1915,824,272,43.3,14.29,29.01,-29.01,807,1903
"Coweta,Turin",Coweta,Turin,2807,764,50,77.52,21.09,56.43,-56.43,3621,2804,734,77.5,20.28,57.22,-57.22,3618,1649,539,46.04,15.05,30.99,-30.99,1393,3581
"Coweta,Smokey Road",Coweta,Smokey Road,949,769,20,54.6,44.24,10.36,-10.36,1738,919,748,53.55,43.58,9.97,-9.97,1716,506,546,29.55,31.89,-2.34,2.34,660,1712
"Coweta,Central",Coweta,Central,868,1559,44,35.12,63.09,-27.97,27.97,2471,837,1512,34.48,62.29,-27.81,27.81,2427,447,1030,18.48,42.59,-24.11,24.11,941,2418
"Coweta,Newnan Centre",Coweta,Newnan Centre,8479,6428,227,56.02,42.47,13.55,-13.55,15134,8507,6097,56.81,40.71,16.1,-16.1,14974,4685,4197,31.46,28.19,3.27,-3.27,6006,14888
"Coweta,Greentop",Coweta,Greentop,1227,795,29,59.82,38.76,21.06,-21.06,2051,1235,738,60.74,36.3,24.44,-24.44,2033,693,506,34.49,25.18,9.31,-9.31,810,2009
"Coweta,Expo Center",Coweta,Expo Center,1028,478,26,67.1,31.2,35.9,-35.9,1532,1047,427,69.24,28.24,41,-41,1512,564,344,37.17,22.67,14.5,-14.5,609,1517
"Coweta,White Oak",Coweta,White Oak,2379,1086,70,67.29,30.72,36.57,-36.57,3535,2376,1027,67.88,29.34,38.54,-38.54,3500,1344,743,38.75,21.42,17.33,-17.33,1381,3468
"Coweta,Madras",Coweta,Madras,2282,1225,53,64.1,34.41,29.69,-29.69,3560,2291,1135,65.06,32.23,32.83,-32.83,3521,1319,837,37.69,23.92,13.77,-13.77,1343,3499
"Coweta,Cannongate",Coweta,Cannongate,2188,689,58,74.54,23.47,51.07,-51.07,2935,2213,629,75.89,21.57,54.32,-54.32,2916,1291,479,44.47,16.5,27.97,-27.97,1133,2903
"Coweta,Westside",Coweta,Westside,189,343,7,35.06,63.63,-28.57,28.57,539,177,336,33.52,63.63,-30.11,30.11,528,80,273,15.12,51.6,-36.48,36.48,176,529
"Coweta,Northside",Coweta,Northside,1119,602,34,63.76,34.3,29.46,-29.46,1755,1129,570,64.29,32.46,31.83,-31.83,1756,644,445,36.88,25.48,11.4,-11.4,657,1746
"Coweta,Thomas Crossroads",Coweta,Thomas Crossroads,2945,904,49,75.55,23.19,52.36,-52.36,3898,2921,852,75.57,22.04,53.53,-53.53,3865,1633,646,42.7,16.89,25.81,-25.81,1545,3824
"Coweta,Coweta Central Library",Coweta,Coweta Central Library,1038,327,17,75.1,23.66,51.44,-51.44,1382,1038,311,75.43,22.6,52.83,-52.83,1376,612,224,44.76,16.38,28.38,-28.38,531,1367
"Crawford,District 1A",Crawford,District 1A,190,138,2,57.57,41.81,15.76,-15.76,330,189,133,57.79,40.67,17.12,-17.12,327,106,102,32.51,31.28,1.23,-1.23,118,326
"Crawford,District 1B",Crawford,District 1B,308,411,3,42.65,56.92,-14.27,14.27,722,301,402,42.15,56.3,-14.15,14.15,714,145,293,20.48,41.38,-20.9,20.9,270,708
"Crawford,District 2",Crawford,District 2,691,535,14,55.72,43.14,12.58,-12.58,1240,682,507,56.03,41.65,14.38,-14.38,1217,361,367,29.81,30.3,-0.49,0.49,483,1211
"Crawford,District 3",Crawford,District 3,1043,184,16,83.9,14.8,69.1,-69.1,1243,1022,181,83.02,14.7,68.32,-68.32,1231,538,157,43.88,12.8,31.08,-31.08,531,1226
"Crawford,District 4",Crawford,District 4,1125,161,11,86.73,12.41,74.32,-74.32,1297,1095,163,85.14,12.67,72.47,-72.47,1286,594,119,46.29,9.27,37.02,-37.02,570,1283
"Crawford,District 5",Crawford,District 5,1071,186,13,84.33,14.64,69.69,-69.69,1270,1041,175,83.21,13.98,69.23,-69.23,1251,537,134,43.16,10.77,32.39,-32.39,573,1244
"Crisp,Arabi",Crisp,Arabi,459,112,1,80.24,19.58,60.66,-60.66,572,459,104,80.66,18.27,62.39,-62.39,569,238,56,42.27,9.94,32.33,-32.33,269,563
"Crisp,Coney",Crisp,Coney,624,88,3,87.27,12.3,74.97,-74.97,715,627,81,88.06,11.37,76.69,-76.69,712,304,62,42.81,8.73,34.08,-34.08,344,710
"Crisp,Cordele",Crisp,Cordele,2488,2649,56,47.91,51.01,-3.1,3.1,5193,2559,2495,49.78,48.54,1.24,-1.24,5140,1114,1536,21.94,30.26,-8.32,8.32,2426,5076
"Crisp,Jamestown",Crisp,Jamestown,832,108,3,88.22,11.45,76.77,-76.77,943,838,98,89.14,10.42,78.72,-78.72,940,393,69,42.07,7.38,34.69,-34.69,472,934
"Crisp,Listonia",Crisp,Listonia,584,29,3,94.8,4.7,90.1,-90.1,616,571,31,94.06,5.1,88.96,-88.96,607,281,15,46.67,2.49,44.18,-44.18,306,602
"Dade,South Dade",Dade,South Dade,533,121,8,80.51,18.27,62.24,-62.24,662,505,120,77.69,18.46,59.23,-59.23,650,234,44,36.67,6.89,29.78,-29.78,360,638
"Dade,New Salem",Dade,New Salem,729,198,11,77.71,21.1,56.61,-56.61,938,707,194,76.43,20.97,55.46,-55.46,925,372,79,41.1,8.72,32.38,-32.38,454,905
"Dade,Davis",Dade,Davis,1216,108,15,90.81,8.06,82.75,-82.75,1339,1152,120,87.53,9.11,78.42,-78.42,1316,638,42,49.72,3.27,46.45,-46.45,603,1283
"Dade,New Home",Dade,New Home,414,60,6,86.25,12.5,73.75,-73.75,480,390,67,83.33,14.31,69.02,-69.02,468,217,17,47.17,3.69,43.48,-43.48,226,460
"Dade,West Brow",Dade,West Brow,629,191,20,74.88,22.73,52.15,-52.15,840,635,182,75.41,21.61,53.8,-53.8,842,342,89,40.95,10.65,30.3,-30.3,404,835
"Dade,Trenton",Dade,Trenton,1599,300,29,82.93,15.56,67.37,-67.37,1928,1560,299,82.06,15.72,66.34,-66.34,1901,807,97,43.88,5.27,38.61,-38.61,935,1839
"Dade,North Dade",Dade,North Dade,946,283,18,75.86,22.69,53.17,-53.17,1247,922,271,74.95,22.03,52.92,-52.92,1230,478,93,39.93,7.76,32.17,-32.17,626,1197
"Dawson,West",Dawson,West,1634,504,24,75.57,23.31,52.26,-52.26,2162,1643,462,76.84,21.6,55.24,-55.24,2138,698,383,32.38,17.77,14.61,-14.61,1074,2155
"Dawson,Central",Dawson,Central,6203,849,80,86.97,11.9,75.07,-75.07,7132,6088,775,86.14,10.96,75.18,-75.18,7067,2406,480,34.26,6.83,27.43,-27.43,4135,7021
"Dawson,East",Dawson,East,5561,1133,93,81.93,16.69,65.24,-65.24,6787,5486,1052,81.64,15.65,65.99,-65.99,6719,2156,643,32.28,9.63,22.65,-22.65,3878,6677
"Decatur,Mt Pleasant",Decatur,Mt Pleasant,392,55,1,87.5,12.27,75.23,-75.23,448,391,50,88.26,11.28,76.98,-76.98,443,147,24,33.48,5.46,28.02,-28.02,268,439
"Decatur,Recovery",Decatur,Recovery,388,115,1,76.98,22.81,54.17,-54.17,504,380,117,75.69,23.3,52.39,-52.39,502,166,44,33.67,8.92,24.75,-24.75,283,493
"Decatur,Kendrick",Decatur,Kendrick,315,98,0,76.27,23.72,52.55,-52.55,413,306,101,74.63,24.63,50,-50,410,142,34,35.06,8.39,26.67,-26.67,229,405
"Decatur,Climax",Decatur,Climax,558,200,5,73.13,26.21,46.92,-46.92,763,559,190,74.03,25.16,48.87,-48.87,755,216,84,28.8,11.2,17.6,-17.6,450,750
"Decatur,Brinson",Decatur,Brinson,492,122,5,79.48,19.7,59.78,-59.78,619,472,132,77.12,21.56,55.56,-55.56,612,232,49,38.41,8.11,30.3,-30.3,323,604
"Decatur,West Bainbridge",Decatur,West Bainbridge,797,695,11,53.02,46.24,6.78,-6.78,1503,791,655,53.69,44.46,9.23,-9.23,1473,347,243,23.62,16.54,7.08,-7.08,879,1469
"Decatur,Bainbridge-Coliseum",Decatur,Bainbridge-Coliseum,2345,1601,37,58.87,40.19,18.68,-18.68,3983,2341,1524,59.68,38.85,20.83,-20.83,3922,1121,586,28.89,15.1,13.79,-13.79,2173,3880
"Decatur,BDGE-Fairgrounds",Decatur,BDGE-Fairgrounds,1009,1099,20,47.41,51.64,-4.23,4.23,2128,995,1030,47.63,49.3,-1.67,1.67,2089,444,402,21.59,19.55,2.04,-2.04,1210,2056
"Decatur,Attapulgus",Decatur,Attapulgus,462,795,9,36.49,62.79,-26.3,26.3,1266,461,764,37.08,61.46,-24.38,24.38,1243,165,272,13.49,22.24,-8.75,8.75,786,1223
"Dekalb,Allgood Elem",Dekalb,Allgood Elem,201,1718,12,10.4,88.96,-78.56,78.56,1931,189,1682,9.89,88.06,-78.17,78.17,1910,97,1236,5.07,64.67,-59.6,59.6,578,1911
"Dekalb,Ashford Park Elem",Dekalb,Ashford Park Elem,890,1075,39,44.41,53.64,-9.23,9.23,2004,1008,946,50.42,47.32,3.1,-3.1,1999,617,758,31.47,38.67,-7.2,7.2,585,1960
"Dekalb,Austin",Dekalb,Austin,1104,1077,31,49.9,48.68,1.22,-1.22,2212,1225,949,55.6,43.07,12.53,-12.53,2203,716,795,32.82,36.45,-3.63,3.63,670,2181
"Dekalb,Avondale",Dekalb,Avondale,538,1970,41,21.1,77.28,-56.18,56.18,2549,586,1881,23.2,74.49,-51.29,51.29,2525,329,1705,13.04,67.57,-54.53,54.53,489,2523
"Dekalb,Austin Drive",Dekalb,Austin Drive,97,1280,21,6.93,91.55,-84.62,84.62,1398,90,1250,6.51,90.51,-84,84,1381,43,937,3.1,67.55,-64.45,64.45,407,1387
"Dekalb,Ashford Dunwoody Rd",Dekalb,Ashford Dunwoody Rd,987,1469,37,39.59,58.92,-19.33,19.33,2493,1133,1318,45.5,52.93,-7.43,7.43,2490,706,1052,28.6,42.62,-14.02,14.02,710,2468
"Dekalb,Ashford Parkside",Dekalb,Ashford Parkside,1048,1715,33,37.48,61.33,-23.85,23.85,2796,1153,1573,41.53,56.66,-15.13,15.13,2776,676,1145,24.72,41.88,-17.16,17.16,913,2734
"Dekalb,Avondale High",Dekalb,Avondale High,278,2197,37,11.06,87.46,-76.4,76.4,2512,294,2144,11.82,86.2,-74.38,74.38,2487,182,1821,7.31,73.22,-65.91,65.91,484,2487
"Dekalb,Boulevard",Dekalb,Boulevard,256,3341,44,7.03,91.76,-84.73,84.73,3641,308,3243,8.52,89.75,-81.23,81.23,3613,179,2838,4.94,78.46,-73.52,73.52,600,3617
"Dekalb,Briar Vista Elem",Dekalb,Briar Vista Elem,447,1784,33,19.74,78.79,-59.05,59.05,2264,489,1705,21.83,76.11,-54.28,54.28,2240,275,1338,12.29,59.81,-47.52,47.52,624,2237
"Dekalb,Briarlake Elem",Dekalb,Briarlake Elem,476,994,24,31.86,66.53,-34.67,34.67,1494,538,915,36.2,61.57,-25.37,25.37,1486,311,822,21.09,55.76,-34.67,34.67,341,1474
"Dekalb,Briarwood",Dekalb,Briarwood,615,1160,30,34.07,64.26,-30.19,30.19,1805,688,1071,38.28,59.59,-21.31,21.31,1797,440,769,25,43.69,-18.69,18.69,551,1760
"Dekalb,Brockett Elem",Dekalb,Brockett Elem,549,1387,28,27.95,70.62,-42.67,42.67,1964,567,1344,29.03,68.81,-39.78,39.78,1953,304,1012,15.6,51.95,-36.35,36.35,632,1948
"Dekalb,Briarcliff",Dekalb,Briarcliff,745,1573,30,31.72,66.99,-35.27,35.27,2348,824,1459,35.33,62.56,-27.23,27.23,2332,477,1156,20.61,49.95,-29.34,29.34,681,2314
"Dekalb,Brockett",Dekalb,Brockett,565,1361,30,28.88,69.58,-40.7,40.7,1956,560,1309,29.15,68.14,-38.99,38.99,1921,304,961,15.77,49.87,-34.1,34.1,662,1927
"Dekalb,Brookhaven",Dekalb,Brookhaven,1112,1631,50,39.81,58.39,-18.58,18.58,2793,1247,1484,44.71,53.2,-8.49,8.49,2789,750,1120,27.53,41.11,-13.58,13.58,854,2724
"Dekalb,Browns Mill Elem",Dekalb,Browns Mill Elem,107,2660,17,3.84,95.54,-91.7,91.7,2784,98,2611,3.55,94.84,-91.29,91.29,2753,51,2006,1.84,72.47,-70.63,70.63,711,2768
"Dekalb,Bouldercrest Road",Dekalb,Bouldercrest Road,57,1289,8,4.2,95.19,-90.99,90.99,1354,55,1270,4.1,94.77,-90.67,90.67,1340,17,988,1.26,73.67,-72.41,72.41,336,1341
"Dekalb,Bethune Middle",Dekalb,Bethune Middle,138,2698,17,4.83,94.56,-89.73,89.73,2853,128,2638,4.56,94.07,-89.51,89.51,2804,49,2027,1.73,71.8,-70.07,70.07,747,2823
"Dekalb,Burgess Elem",Dekalb,Burgess Elem,180,2432,24,6.82,92.26,-85.44,85.44,2636,193,2376,7.36,90.72,-83.36,83.36,2619,108,2018,4.13,77.17,-73.04,73.04,489,2615
"Dekalb,Columbia Drive",Dekalb,Columbia Drive,61,1280,10,4.51,94.74,-90.23,90.23,1351,58,1247,4.35,93.68,-89.33,89.33,1331,28,979,2.07,72.68,-70.61,70.61,340,1347
"Dekalb,Canby Lane Elem",Dekalb,Canby Lane Elem,64,1191,14,5.04,93.85,-88.81,88.81,1269,55,1171,4.37,93.15,-88.78,88.78,1257,36,897,2.86,71.47,-68.61,68.61,322,1255
"Dekalb,Columbia Elem",Dekalb,Columbia Elem,28,730,7,3.66,95.42,-91.76,91.76,765,28,707,3.77,95.28,-91.51,91.51,742,14,544,1.85,71.95,-70.1,70.1,198,756
"Dekalb,Cedar Grove Elem",Dekalb,Cedar Grove Elem,96,2532,34,3.6,95.11,-91.51,91.51,2662,86,2519,3.24,94.91,-91.67,91.67,2654,29,1898,1.09,71.67,-70.58,70.58,721,2648
"Dekalb,Chamblee",Dekalb,Chamblee,495,1124,33,29.96,68.03,-38.07,38.07,1652,526,1061,32.09,64.73,-32.64,32.64,1639,309,701,19.03,43.19,-24.16,24.16,613,1623
"Dekalb,Candler-Murphey Candler Elem",Dekalb,Candler-Murphey Candler Elem,181,2320,17,7.18,92.13,-84.95,84.95,2518,159,2281,6.38,91.53,-85.15,85.15,2492,84,1663,3.35,66.49,-63.14,63.14,754,2501
"Dekalb,Chapel Hill Elem",Dekalb,Chapel Hill Elem,79,2161,20,3.49,95.61,-92.12,92.12,2260,75,2122,3.34,94.6,-91.26,91.26,2243,33,1617,1.47,72.09,-70.62,70.62,593,2243
"Dekalb,Chesnut Elem",Dekalb,Chesnut Elem,420,1262,16,24.73,74.32,-49.59,49.59,1698,437,1222,25.84,72.26,-46.42,46.42,1691,250,801,15.07,48.31,-33.24,33.24,607,1658
"Dekalb,Clairemont West",Dekalb,Clairemont West,363,2404,28,12.98,86.01,-73.03,73.03,2795,427,2317,15.3,83.04,-67.74,67.74,2790,239,2019,8.62,72.86,-64.24,64.24,513,2771
